FECHA_CORTE,ESTADO_DEPTO,ETNIA,SEXO,CICLO_VITAL,DISCAPACIDAD,EVENTOS
2019-07-31,La Guajira,Gitano(a) ROM,Hombre,entre 12 y 17,NO,17
2019-07-31,Magdalena,Ninguna,Hombre,ND,SI,75
2019-07-31,Amazonas,Indigena,Hombre,entre 61 y 100,SI,8
2019-07-31,Huila,Indigena,Mujer,entre 6 y 11,NO,27
2019-07-31,Bogota D.C.,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,SI,39
2019-07-31,Caldas,Negro(a) o Afrocolombiano(a),Hombre,ND,SI,1
2019-07-31,Putumayo,Indigena,Mujer,entre 61 y 100,SI,174
2019-07-31,Valle del Cauca,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,SI,11
2019-07-31,Meta,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,SI,24
2019-07-31,Cundinamarca,Palenquero,Hombre,entre 29 y 60,NO,4
2019-07-31,Antioquia,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,SI,101
2019-07-31,Cesar,Negro(a) o Afrocolombiano(a),LGBTI,entre 29 y 60,NO,22
2019-07-31,Magdalena,Negro(a) o Afrocolombiano(a),LGBTI,entre 29 y 60,SI,8
2019-07-31,Bolivar,Indigena,Mujer,entre 29 y 60,SI,46
2019-07-31,Cauca,Palenquero,Mujer,entre 6 y 11,NO,3
2019-07-31,Sucre,Ninguna,LGBTI,entre 29 y 60,NO,68
2019-07-31,Sucre,Indigena,Hombre,ND,SI,1
2019-07-31,Antioquia,Negro(a) o Afrocolombiano(a),LGBTI,entre 0 y 5,NO,3
2019-07-31,Caqueta,Ninguna,Mujer,entre 18 y 28,SI,1041
2019-07-31,Huila,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,NO,17
2019-07-31,Arauca,Ninguna,LGBTI,entre 18 y 28,SI,7
2019-07-31,Tolima,Indigena,Mujer,entre 12 y 17,SI,10
2019-07-31,Cauca,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 6 y 11,NO,16
2019-07-31,Magdalena,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,NO,16
2019-07-31,Sucre,Ninguna,No Informa,entre 12 y 17,NO,1
2019-07-31,Nariño,Ninguna,No Informa,entre 0 y 5,NO,4
2019-07-31,Antioquia,Gitano(a) ROM,Mujer,entre 18 y 28,SI,16
2019-07-31,Huila,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,NO,14
2019-07-31,Sucre,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,SI,1
2019-07-31,Norte De Santander,Negro(a) o Afrocolombiano(a),LGBTI,entre 29 y 60,SI,3
2019-07-31,Caqueta,Ninguna,Hombre,entre 12 y 17,NO,25004
2019-07-31,Risaralda,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,NO,400
2019-07-31,Santander,Indigena,Mujer,entre 61 y 100,SI,9
2019-07-31,Sucre,Ninguna,Mujer,entre 12 y 17,NO,15358
2019-07-31,Norte De Santander,Ninguna,LGBTI,entre 61 y 100,SI,4
2019-07-31,Sucre,Negro(a) o Afrocolombiano(a),LGBTI,entre 29 y 60,NO,14
2019-07-31,Risaralda,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,NO,111
2019-07-31,Norte De Santander,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,NO,16
2019-07-31,Santander,Indigena,Mujer,entre 0 y 5,NO,1
2019-07-31,Bogota D.C.,Ninguna,Mujer,entre 29 y 60,NO,6640
2019-07-31,Casanare,Palenquero,Hombre,entre 29 y 60,NO,1
2019-07-31,Nariño,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,NO,100
2019-07-31,Risaralda,Gitano(a) ROM,Hombre,entre 12 y 17,SI,1
2019-07-31,Vichada,Indigena,Hombre,entre 18 y 28,SI,11
2019-07-31,Meta,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,SI,23
2019-07-31,Cundinamarca,Indigena,Mujer,entre 29 y 60,SI,14
2019-07-31,Archip.De San Andres Providencia y Santa Catalina,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 0 y 5,NO,1
2019-07-31,Cundinamarca,Gitano(a) ROM,Mujer,entre 18 y 28,NO,144
2019-07-31,Nariño,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,SI,5
2019-07-31,Vaupes,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,SI,1
2019-07-31,Caqueta,Negro(a) o Afrocolombiano(a),Mujer,ND,NO,22
2019-07-31,Boyaca,Ninguna,Hombre,entre 6 y 11,NO,2126
2019-07-31,Bolivar,Raizal del Archipielago de San Andres y Providencia,Hombre,ND,NO,1
2019-07-31,Guaviare,Gitano(a) ROM,Hombre,entre 18 y 28,NO,40
2019-07-31,Casanare,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,NO,4
2019-07-31,Caqueta,Gitano(a) ROM,Mujer,entre 18 y 28,SI,9
2019-07-31,Cesar,Indigena,Hombre,entre 12 y 17,NO,746
2019-07-31,Norte De Santander,Gitano(a) ROM,Hombre,entre 61 y 100,NO,71
2019-07-31,Sucre,Indigena,Hombre,entre 0 y 5,NO,7
2019-07-31,Norte De Santander,Ninguna,Hombre,entre 29 y 60,SI,4547
2019-07-31,Cauca,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,SI,7
2019-07-31,Caqueta,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,SI,11
2019-07-31,Atlantico,Ninguna,Hombre,entre 61 y 100,SI,195
2019-07-31,Boyaca,Indigena,Mujer,entre 61 y 100,SI,4
2019-07-31,Choco,Gitano(a) ROM,Mujer,entre 6 y 11,NO,9
2019-07-31,Cundinamarca,Ninguna,LGBTI,entre 61 y 100,NO,11
2019-07-31,Caqueta,Ninguna,Mujer,entre 29 y 60,NO,82946
2019-07-31,Cordoba,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,NO,39
2019-07-31,Cesar,Gitano(a) ROM,Hombre,entre 61 y 100,NO,124
2019-07-31,Bolivar,Palenquero,Hombre,entre 61 y 100,SI,13
2019-07-31,Magdalena,Ninguna,LGBTI,entre 61 y 100,NO,22
2019-07-31,Tolima,Indigena,Mujer,entre 6 y 11,SI,7
2019-07-31,Guainia,Ninguna,Mujer,entre 18 y 28,SI,13
2019-07-31,Norte De Santander,Indigena,Mujer,ND,NO,15
2019-07-31,Valle del Cauca,Negro(a) o Afrocolombiano(a),LGBTI,entre 18 y 28,NO,40
2019-07-31,Cesar,Ninguna,LGBTI,entre 12 y 17,NO,11
2019-07-31,Norte De Santander,Ninguna,Hombre,entre 12 y 17,SI,530
2019-07-31,La Guajira,Negro(a) o Afrocolombiano(a),Hombre,ND,NO,97
2019-07-31,Choco,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,SI,6
2019-07-31,Boyaca,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 12 y 17,NO,4
2019-07-31,Risaralda,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,NO,8
2019-07-31,Santander,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,SI,1
2019-07-31,Casanare,Gitano(a) ROM,Mujer,entre 6 y 11,NO,7
2019-07-31,Bogota D.C.,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,SI,1
2019-07-31,Sucre,Gitano(a) ROM,Hombre,entre 29 y 60,NO,60
2019-07-31,Bogota D.C.,Ninguna,Mujer,entre 12 y 17,NO,1024
2019-07-31,Bogota D.C.,Ninguna,Hombre,entre 29 y 60,SI,610
2019-07-31,Cesar,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,NO,1248
2019-07-31,Antioquia,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 6 y 11,NO,25
2019-07-31,Cordoba,Indigena,Hombre,entre 6 y 11,SI,4
2019-07-31,Bolivar,Indigena,Mujer,entre 29 y 60,NO,1134
2019-07-31,Cauca,Ninguna,Hombre,entre 6 y 11,NO,19740
2019-07-31,Santander,Ninguna,Hombre,entre 0 y 5,NO,4173
2019-07-31,Choco,Indigena,Hombre,entre 6 y 11,SI,51
2019-07-31,Boyaca,Gitano(a) ROM,Hombre,entre 6 y 11,NO,4
2019-07-31,Amazonas,Indigena,Mujer,entre 18 y 28,SI,4
2019-07-31,Bogota D.C.,Indigena,Hombre,entre 18 y 28,SI,3
2019-07-31,Atlantico,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,NO,10
2019-07-31,Arauca,Indigena,Mujer,entre 29 y 60,SI,24
2019-07-31,Huila,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,SI,3
2019-07-31,Cesar,Palenquero,Hombre,entre 61 y 100,NO,5
2019-07-31,Guaviare,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,NO,99
2019-07-31,Bolivar,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,NO,152
2019-07-31,Norte De Santander,Ninguna,Hombre,entre 6 y 11,SI,314
2019-07-31,Guaviare,Gitano(a) ROM,Mujer,entre 12 y 17,NO,17
2019-07-31,Antioquia,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,SI,26
2019-07-31,Magdalena,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,SI,333
2019-07-31,Vaupes,Indigena,Hombre,entre 12 y 17,SI,3
2019-07-31,Bogota D.C.,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,NO,2
2019-07-31,Guaviare,Gitano(a) ROM,Hombre,entre 12 y 17,NO,21
2019-07-31,Putumayo,Ninguna,Mujer,entre 6 y 11,SI,135
2019-07-31,Sucre,Ninguna,Mujer,ND,NO,3381
2019-07-31,Bolivar,Ninguna,Mujer,entre 0 y 5,NO,10788
2019-07-31,Bogota D.C.,Indigena,Mujer,entre 61 y 100,NO,12
2019-07-31,Quindio,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 12 y 17,NO,3
2019-07-31,Putumayo,Negro(a) o Afrocolombiano(a),LGBTI,entre 12 y 17,NO,2
2019-07-31,Choco,Palenquero,Hombre,entre 18 y 28,NO,2
2019-07-31,Caldas,Indigena,Hombre,ND,NO,12
2019-07-31,Amazonas,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,NO,2
2019-07-31,Bogota D.C.,Indigena,Hombre,entre 29 y 60,SI,21
2019-07-31,Santander,Ninguna,No Informa,ND,NO,1
2019-07-31,Quindio,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,NO,2
2019-07-31,Guainia,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,NO,1
2019-07-31,Arauca,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 6 y 11,NO,1
2019-07-31,Antioquia,Gitano(a) ROM,Hombre,entre 29 y 60,SI,57
2019-07-31,Vichada,Ninguna,Mujer,ND,SI,2
2019-07-31,Atlantico,Ninguna,Mujer,ND,NO,291
2019-07-31,Atlantico,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,SI,27
2019-07-31,Risaralda,Indigena,Hombre,entre 18 y 28,NO,959
2019-07-31,Tolima,Indigena,Hombre,entre 61 y 100,SI,88
2019-07-31,Arauca,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,SI,58
2019-07-31,Magdalena,Ninguna,Hombre,ND,NO,14161
2019-07-31,Arauca,Indigena,Mujer,entre 61 y 100,SI,6
2019-07-31,Bolivar,Gitano(a) ROM,Mujer,entre 12 y 17,SI,4
2019-07-31,Sucre,Negro(a) o Afrocolombiano(a),Hombre,ND,SI,6
2019-07-31,Casanare,Indigena,Mujer,entre 12 y 17,NO,24
2019-07-31,Sucre,Raizal del Archipielago de San Andres y Providencia,Hombre,ND,NO,1
2019-07-31,Santander,Palenquero,Hombre,entre 29 y 60,NO,7
2019-07-31,Caqueta,Ninguna,Hombre,entre 61 y 100,NO,16942
2019-07-31,Nariño,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 6 y 11,NO,34
2019-07-31,Valle del Cauca,Indigena,Hombre,entre 29 y 60,SI,84
2019-07-31,Huila,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,NO,569
2019-07-31,Atlantico,Gitano(a) ROM,Hombre,entre 61 y 100,NO,8
2019-07-31,Caqueta,Ninguna,Mujer,entre 61 y 100,SI,3223
2019-07-31,Cauca,Raizal del Archipielago de San Andres y Providencia,Mujer,ND,SI,1
2019-07-31,La Guajira,Gitano(a) ROM,Hombre,ND,NO,2
2019-07-31,La Guajira,Ninguna,Hombre,ND,SI,20
2019-07-31,Valle del Cauca,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 0 y 5,NO,1
2019-07-31,Bolivar,Ninguna,LGBTI,entre 0 y 5,NO,2
2019-07-31,Valle del Cauca,Ninguna,No Informa,entre 0 y 5,NO,1
2019-07-31,Vichada,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,SI,3
2019-07-31,Magdalena,Ninguna,Hombre,entre 18 y 28,NO,59224
2019-07-31,Risaralda,Indigena,Mujer,entre 12 y 17,SI,8
2019-07-31,Huila,Ninguna,Mujer,entre 6 y 11,NO,9429
2019-07-31,Cesar,Indigena,Mujer,entre 18 y 28,SI,29
2019-07-31,Putumayo,Palenquero,Hombre,entre 0 y 5,NO,1
2019-07-31,Cundinamarca,Indigena,Hombre,entre 0 y 5,NO,3
2019-07-31,Cordoba,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 0 y 5,NO,1
2019-07-31,Bolivar,Ninguna,Hombre,ND,SI,98
2019-07-31,La Guajira,Gitano(a) ROM,Mujer,entre 18 y 28,SI,1
2019-07-31,Bolivar,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,NO,136
2019-07-31,Quindio,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,NO,15
2019-07-31,Cauca,Palenquero,Hombre,entre 18 y 28,NO,5
2019-07-31,Santander,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 6 y 11,NO,4
2019-07-31,Sucre,Ninguna,Mujer,ND,SI,29
2019-07-31,Huila,Indigena,Hombre,ND,NO,1
2019-07-31,La Guajira,Ninguna,Mujer,entre 6 y 11,NO,8441
2019-07-31,Meta,Ninguna,Hombre,entre 61 y 100,SI,2641
2019-07-31,Valle del Cauca,Ninguna,Mujer,entre 61 y 100,NO,23210
2019-07-31,Nariño,Indigena,Hombre,ND,NO,268
2019-07-31,Norte De Santander,Indigena,Hombre,entre 0 y 5,NO,17
2019-07-31,Risaralda,Ninguna,LGBTI,entre 29 y 60,SI,3
2019-07-31,Cundinamarca,Indigena,Mujer,entre 61 y 100,NO,38
2019-07-31,Tolima,Gitano(a) ROM,Mujer,ND,NO,5
2019-07-31,Antioquia,Indigena,Hombre,entre 61 y 100,SI,94
2019-07-31,Bogota D.C.,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,SI,1
2019-07-31,Caqueta,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,SI,8
2019-07-31,Santander,Indigena,Mujer,entre 29 y 60,NO,224
2019-07-31,La Guajira,Indigena,Hombre,entre 6 y 11,NO,391
2019-07-31,Caldas,Indigena,Hombre,entre 12 y 17,SI,2
2019-07-31,Arauca,Ninguna,Mujer,entre 61 y 100,NO,6769
2019-07-31,Boyaca,Palenquero,Hombre,entre 61 y 100,NO,2
2019-07-31,Meta,Indigena,Hombre,ND,NO,41
2019-07-31,Huila,Gitano(a) ROM,Hombre,entre 61 y 100,NO,46
2019-07-31,Meta,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,NO,15
2019-07-31,Quindio,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,NO,16
2019-07-31,Boyaca,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,NO,42
2019-07-31,Cundinamarca,Negro(a) o Afrocolombiano(a),Hombre,ND,NO,2
2019-07-31,Bolivar,Ninguna,LGBTI,entre 18 y 28,SI,4
2019-07-31,Meta,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,NO,67
2019-07-31,La Guajira,Gitano(a) ROM,Mujer,entre 6 y 11,NO,6
2019-07-31,Nariño,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,SI,161
2019-07-31,Bogota D.C.,Gitano(a) ROM,Hombre,entre 61 y 100,NO,7
2019-07-31,Choco,Indigena,LGBTI,entre 6 y 11,NO,13
2019-07-31,La Guajira,Gitano(a) ROM,Mujer,entre 29 y 60,SI,4
2019-07-31,Caqueta,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,NO,28
2019-07-31,Atlantico,Gitano(a) ROM,Mujer,entre 6 y 11,NO,2
2019-07-31,Cordoba,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,NO,146
2019-07-31,Choco,Negro(a) o Afrocolombiano(a),LGBTI,entre 29 y 60,NO,115
2019-07-31,Antioquia,Ninguna,Mujer,entre 6 y 11,SI,950
2019-07-31,Meta,Indigena,Hombre,entre 12 y 17,NO,261
2019-07-31,Sucre,Palenquero,Hombre,entre 61 y 100,NO,3
2019-07-31,Choco,Ninguna,Mujer,entre 12 y 17,NO,17161
2019-07-31,Cauca,Ninguna,Hombre,entre 6 y 11,SI,287
2019-07-31,Atlantico,Ninguna,LGBTI,entre 18 y 28,NO,12
2019-07-31,Valle del Cauca,Negro(a) o Afrocolombiano(a),LGBTI,entre 18 y 28,SI,2
2019-07-31,Bolivar,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,SI,404
2019-07-31,Cordoba,Ninguna,Hombre,entre 12 y 17,SI,376
2019-07-31,Casanare,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,SI,1
2019-07-31,Cauca,Indigena,LGBTI,entre 18 y 28,NO,17
2019-07-31,Bolivar,Palenquero,Hombre,entre 6 y 11,SI,1
2019-07-31,Risaralda,Ninguna,Hombre,entre 0 y 5,SI,5
2019-07-31,Risaralda,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,NO,18
2019-07-31,Choco,Indigena,Mujer,entre 12 y 17,NO,5948
2019-07-31,Risaralda,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,NO,5
2019-07-31,Guaviare,Gitano(a) ROM,Mujer,entre 29 y 60,SI,4
2019-07-31,Tolima,Ninguna,Hombre,entre 0 y 5,NO,10069
2019-07-31,Guaviare,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,NO,9
2019-07-31,Caqueta,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,NO,466
2019-07-31,Amazonas,Ninguna,Mujer,entre 18 y 28,NO,323
2019-07-31,Santander,Gitano(a) ROM,Hombre,entre 61 y 100,NO,30
2019-07-31,Guaviare,Ninguna,Mujer,entre 12 y 17,SI,93
2019-07-31,Magdalena,Gitano(a) ROM,Mujer,entre 12 y 17,SI,1
2019-07-31,Santander,Ninguna,Mujer,entre 61 y 100,NO,12132
2019-07-31,Cordoba,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,NO,7081
2019-07-31,Boyaca,Palenquero,Mujer,ND,NO,1
2019-07-31,Cauca,Gitano(a) ROM,Hombre,entre 0 y 5,NO,1
2019-07-31,Boyaca,Indigena,Mujer,ND,NO,1
2019-07-31,Putumayo,Indigena,Hombre,entre 29 y 60,SI,269
2019-07-31,Cauca,Ninguna,LGBTI,entre 0 y 5,NO,3
2019-07-31,Nariño,Palenquero,Mujer,entre 29 y 60,SI,1
2019-07-31,Norte De Santander,Ninguna,Hombre,entre 18 y 28,NO,42730
2019-07-31,Tolima,Ninguna,LGBTI,entre 29 y 60,NO,74
2019-07-31,Atlantico,Indigena,Hombre,entre 61 y 100,NO,11
2019-07-31,Choco,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,SI,630
2019-07-31,Atlantico,Ninguna,Mujer,entre 29 y 60,NO,7751
2019-07-31,Choco,Raizal del Archipielago de San Andres y Providencia,Mujer,ND,NO,1
2019-07-31,Vichada,Indigena,Mujer,entre 0 y 5,NO,34
2019-07-31,Caldas,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,SI,2
2019-07-31,Nariño,Ninguna,Mujer,ND,NO,3567
2019-07-31,Bolivar,Gitano(a) ROM,Hombre,entre 6 y 11,NO,19
2019-07-31,Bolivar,Indigena,Mujer,ND,NO,17
2019-07-31,La Guajira,Palenquero,Hombre,entre 29 y 60,NO,6
2019-07-31,Meta,Ninguna,Hombre,ND,NO,4306
2019-07-31,Valle del Cauca,Palenquero,Mujer,entre 6 y 11,NO,144
2019-07-31,Meta,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,NO,9
2019-07-31,Norte De Santander,Ninguna,Hombre,entre 29 y 60,NO,76939
2019-07-31,Nariño,Indigena,Hombre,entre 12 y 17,SI,84
2019-07-31,Guaviare,Ninguna,Hombre,entre 6 y 11,NO,5065
2019-07-31,Arauca,Ninguna,LGBTI,entre 29 y 60,SI,4
2019-07-31,Nariño,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,NO,54
2019-07-31,Vaupes,Ninguna,Mujer,entre 0 y 5,SI,1
2019-07-31,Nariño,Indigena,Mujer,entre 6 y 11,SI,38
2019-07-31,Magdalena,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 12 y 17,NO,16
2019-07-31,Archip.De San Andres Providencia y Santa Catalina,Ninguna,Mujer,entre 6 y 11,NO,5
2019-07-31,Vichada,Ninguna,Hombre,entre 61 y 100,SI,156
2019-07-31,Cesar,Indigena,Mujer,entre 6 y 11,SI,2
2019-07-31,Guaviare,Gitano(a) ROM,Hombre,entre 0 y 5,NO,1
2019-07-31,La Guajira,Raizal del Archipielago de San Andres y Providencia,Hombre,ND,NO,1
2019-07-31,La Guajira,Gitano(a) ROM,Hombre,entre 61 y 100,NO,12
2019-07-31,Bogota D.C.,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,SI,1
2019-07-31,Atlantico,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,SI,1
2019-07-31,Guaviare,Ninguna,Hombre,entre 61 y 100,NO,4353
2019-07-31,Tolima,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,NO,371
2019-07-31,Nariño,Ninguna,Hombre,entre 61 y 100,SI,3468
2019-07-31,Vichada,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,SI,5
2019-07-31,Bogota D.C.,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,NO,92
2019-07-31,Meta,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,SI,8
2019-07-31,Arauca,Indigena,Hombre,entre 12 y 17,NO,219
2019-07-31,Bogota D.C.,Gitano(a) ROM,Hombre,entre 29 y 60,SI,6
2019-07-31,Antioquia,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,SI,81
2019-07-31,Atlantico,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,NO,83
2019-07-31,Quindio,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,NO,63
2019-07-31,Magdalena,Gitano(a) ROM,Hombre,ND,NO,6
2019-07-31,Bolivar,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 12 y 17,SI,1
2019-07-31,Magdalena,Ninguna,LGBTI,ND,NO,6
2019-07-31,Arauca,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,SI,44
2019-07-31,Arauca,Ninguna,No Informa,ND,NO,3
2019-07-31,Nariño,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,SI,2507
2019-07-31,Risaralda,Ninguna,LGBTI,entre 12 y 17,NO,2
2019-07-31,Antioquia,Ninguna,LGBTI,entre 6 y 11,NO,71
2019-07-31,La Guajira,Ninguna,Hombre,entre 12 y 17,NO,10194
2019-07-31,Cundinamarca,Ninguna,Mujer,entre 61 y 100,NO,10088
2019-07-31,Bogota D.C.,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,NO,168
2019-07-31,Cauca,Gitano(a) ROM,Mujer,entre 29 y 60,NO,260
2019-07-31,Bogota D.C.,Ninguna,LGBTI,entre 18 y 28,SI,4
2019-07-31,Santander,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,SI,19
2019-07-31,Antioquia,Gitano(a) ROM,Mujer,ND,NO,44
2019-07-31,Magdalena,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,NO,47
2019-07-31,Atlantico,Ninguna,Hombre,entre 12 y 17,SI,32
2019-07-31,Bolivar,Gitano(a) ROM,Mujer,entre 61 y 100,SI,2
2019-07-31,Sucre,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,NO,4225
2019-07-31,Atlantico,Ninguna,Hombre,entre 29 y 60,NO,7159
2019-07-31,Casanare,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,NO,22
2019-07-31,Vichada,Indigena,Mujer,ND,SI,1
2019-07-31,Valle del Cauca,Negro(a) o Afrocolombiano(a),Hombre,ND,SI,36
2019-07-31,Meta,Indigena,Hombre,entre 29 y 60,NO,568
2019-07-31,Quindio,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,NO,39
2019-07-31,Sucre,Ninguna,Hombre,entre 6 y 11,SI,154
2019-07-31,Archip.De San Andres Providencia y Santa Catalina,Ninguna,Hombre,entre 29 y 60,NO,33
2019-07-31,Caqueta,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,SI,7
2019-07-31,Caldas,Ninguna,Hombre,entre 0 y 5,SI,19
2019-07-31,Cundinamarca,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,SI,34
2019-07-31,Quindio,Ninguna,Mujer,entre 61 y 100,NO,1412
2019-07-31,Risaralda,Ninguna,Hombre,entre 12 y 17,SI,108
2019-07-31,Vichada,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,NO,87
2019-07-31,Cesar,Indigena,Hombre,entre 6 y 11,SI,3
2019-07-31,Magdalena,Raizal del Archipielago de San Andres y Providencia,Hombre,ND,NO,2
2019-07-31,Casanare,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,SI,5
2019-07-31,Magdalena,Palenquero,Hombre,entre 0 y 5,NO,3
2019-07-31,Nariño,Raizal del Archipielago de San Andres y Providencia,Hombre,ND,NO,1
2019-07-31,Cesar,Ninguna,Mujer,entre 18 y 28,NO,48506
2019-07-31,Caqueta,Gitano(a) ROM,Hombre,entre 61 y 100,SI,26
2019-07-31,Cauca,Gitano(a) ROM,Hombre,entre 29 y 60,NO,210
2019-07-31,Cauca,Ninguna,Hombre,entre 29 y 60,SI,4764
2019-07-31,Tolima,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,NO,1407
2019-07-31,Cesar,Indigena,Mujer,ND,SI,1
2019-07-31,Nariño,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 12 y 17,SI,1
2019-07-31,Choco,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,SI,1
2019-07-31,Quindio,Gitano(a) ROM,Mujer,entre 12 y 17,NO,11
2019-07-31,Cordoba,Palenquero,Mujer,entre 0 y 5,NO,2
2019-07-31,Cundinamarca,Ninguna,LGBTI,entre 29 y 60,SI,12
2019-07-31,Choco,Negro(a) o Afrocolombiano(a),Hombre,ND,SI,33
2019-07-31,Antioquia,Negro(a) o Afrocolombiano(a),No Informa,entre 18 y 28,NO,1
2019-07-31,La Guajira,Ninguna,Mujer,entre 29 y 60,SI,1115
2019-07-31,Caldas,Indigena,Mujer,entre 12 y 17,NO,147
