FECHA_CORTE,COD_ESTADO_DEPTO,ESTADO_DEPTO,ETNIA,SEXO,CICLO_VITAL,DISCAPACIDAD,PER_OCU,PER_DECLA,PER_UBIC,PER_SA,EVENTOS
2019-08-31,27,Choco,Negro(a) o Afrocolombiano(a),LGBTI,entre 61 y 100,Fisica,1,,,,2
2019-08-31,15,Boyaca,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,Ninguna,39,26,34,33,42
2019-08-31,15,Boyaca,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,Ninguna,13,24,20,18,17
2019-08-31,85,Casanare,Ninguna,Hombre,entre 0 y 5,Ninguna,1591,1776,1823,1542,1664
2019-08-31,81,Arauca,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,Ninguna,8,3,3,2,11
2019-08-31,13,Bolivar,Ninguna,Mujer,ND,Auditiva,6,4,2,,7
2019-08-31,17,Caldas,Indigena,Hombre,entre 61 y 100,Auditiva,2,1,,,3
2019-08-31,5,Antioquia,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,Intelectual,41,44,31,29,53
2019-08-31,81,Arauca,Gitano(a) ROM,Hombre,entre 29 y 60,Multiple,2,,2,2,2
2019-08-31,5,Antioquia,Indigena,Mujer,entre 61 y 100,Fisica,25,21,16,12,34
2019-08-31,41,Huila,Ninguna,Mujer,entre 18 y 28,Multiple,156,206,163,160,195
2019-08-31,27,Choco,Negro(a) o Afrocolombiano(a),LGBTI,entre 6 y 11,Ninguna,21,20,12,11,31
2019-08-31,68,Santander,Ninguna,Hombre,entre 29 y 60,Por Establecer,54,74,66,57,68
2019-08-31,76,Valle del Cauca,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 6 y 11,Ninguna,12,12,11,10,22
2019-08-31,27,Choco,Ninguna,Hombre,entre 61 y 100,Auditiva,37,21,12,11,50
2019-08-31,81,Arauca,Ninguna,LGBTI,entre 18 y 28,Psicosocial (Mental),1,,,,1
2019-08-31,19,Cauca,Ninguna,Mujer,ND,Psicosocial (Mental),1,,,,1
2019-08-31,73,Tolima,Ninguna,LGBTI,entre 61 y 100,Ninguna,6,2,2,2,12
2019-08-31,66,Risaralda,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,Multiple,6,20,17,14,7
2019-08-31,95,Guaviare,Ninguna,Mujer,entre 12 y 17,Auditiva,8,3,3,3,11
2019-08-31,11,Bogota D.C.,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,Ninguna,3,61,8,8,3
2019-08-31,19,Cauca,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,Psicosocial (Mental),15,7,3,3,32
2019-08-31,85,Casanare,Gitano(a) ROM,Hombre,entre 6 y 11,Ninguna,1,,1,1,1
2019-08-31,52,Nariño,Negro(a) o Afrocolombiano(a),LGBTI,entre 18 y 28,Fisica,2,2,2,2,8
2019-08-31,85,Casanare,Ninguna,Hombre,entre 18 y 28,Por Establecer,5,1,5,5,5
2019-08-31,66,Risaralda,Indigena,LGBTI,entre 29 y 60,Fisica,,1,1,1,
2019-08-31,27,Choco,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,Auditiva,68,50,29,23,89
2019-08-31,17,Caldas,Ninguna,LGBTI,entre 29 y 60,Multiple,2,,,,2
2019-08-31,11,Bogota D.C.,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,Ninguna,72,7161,1367,1323,94
2019-08-31,68,Santander,Ninguna,Hombre,entre 29 y 60,Visual,219,276,245,217,296
2019-08-31,52,Nariño,Palenquero,Mujer,entre 61 y 100,Visual,1,1,1,1,1
2019-08-31,11,Bogota D.C.,Ninguna,Mujer,entre 12 y 17,Multiple,11,226,143,132,14
2019-08-31,50,Meta,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,Multiple,1,,1,1,1
2019-08-31,63,Quindio,Indigena,Mujer,entre 12 y 17,Ninguna,18,122,61,57,28
2019-08-31,25,Cundinamarca,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,Ninguna,4,7,6,5,4
2019-08-31,94,Guainia,Ninguna,Hombre,entre 12 y 17,Psicosocial (Mental),,2,1,1,
2019-08-31,11,Bogota D.C.,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,Por Establecer,,17,,,
2019-08-31,95,Guaviare,Gitano (RROM) (Acreditado RA),Hombre,entre 29 y 60,Ninguna,1,,,,1
2019-08-31,70,Sucre,Ninguna,Mujer,entre 0 y 5,Ninguna,4957,6717,5219,4428,5042
2019-08-31,85,Casanare,Gitano(a) ROM,Mujer,entre 29 y 60,Multiple,1,,,,1
2019-08-31,85,Casanare,Ninguna,Mujer,entre 29 y 60,Ninguna,14271,14353,14205,12675,19369
2019-08-31,44,La Guajira,Indigena,Mujer,entre 18 y 28,Multiple,10,10,7,6,11
2019-08-31,0,SIN DEFINIR,Indigena,Mujer,entre 12 y 17,Intelectual,,3,15,10,
2019-08-31,85,Casanare,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,Visual,1,1,1,1,1
2019-08-31,44,La Guajira,Indigena,Hombre,entre 6 y 11,Multiple,2,1,1,1,3
2019-08-31,68,Santander,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,Ninguna,61,67,57,53,78
2019-08-31,0,SIN DEFINIR,Indigena,Mujer,ND,Intelectual,,,2,,
2019-08-31,70,Sucre,Ninguna,Hombre,entre 29 y 60,Fisica,768,941,786,686,922
2019-08-31,19,Cauca,Indigena,Hombre,entre 18 y 28,Auditiva,16,13,7,6,27
2019-08-31,18,Caqueta,Ninguna,Mujer,entre 61 y 100,Psicosocial (Mental),11,6,5,5,18
2019-08-31,66,Risaralda,Ninguna,Hombre,entre 0 y 5,Fisica,3,5,8,5,3
2019-08-31,86,Putumayo,Indigena,Hombre,entre 6 y 11,Visual,1,,,,1
2019-08-31,23,Cordoba,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,Fisica,55,51,40,31,84
2019-08-31,0,SIN DEFINIR,Indigena,No Informa,entre 18 y 28,Ninguna,,,124,52,
2019-08-31,54,Norte De Santander,Gitano(a) ROM,Mujer,entre 6 y 11,Ninguna,9,7,6,5,9
2019-08-31,99,Vichada,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,Visual,1,,,,1
2019-08-31,27,Choco,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,Ninguna,11367,8207,6711,6133,14201
2019-08-31,44,La Guajira,Negro(a) o Afrocolombiano(a),Hombre,ND,Ninguna,96,54,,,97
2019-08-31,44,La Guajira,Ninguna,Mujer,entre 12 y 17,Visual,10,10,6,5,13
2019-08-31,19,Cauca,Indigena,Mujer,entre 29 y 60,Ninguna,9216,7842,5345,4941,15243
2019-08-31,95,Guaviare,Gitano(a) ROM,Hombre,entre 29 y 60,Ninguna,39,7,4,3,41
2019-08-31,66,Risaralda,Palenquero,Mujer,entre 12 y 17,Ninguna,,,2,1,
2019-08-31,41,Huila,Ninguna,Mujer,entre 18 y 28,Fisica,114,149,138,126,158
2019-08-31,54,Norte De Santander,Ninguna,Mujer,entre 6 y 11,Intelectual,18,10,11,9,23
2019-08-31,47,Magdalena,Gitano (RROM) (Acreditado RA),Hombre,entre 18 y 28,Ninguna,9,,,,9
2019-08-31,15,Boyaca,Gitano(a) ROM,Mujer,entre 29 y 60,Auditiva,,,1,1,
2019-08-31,86,Putumayo,Gitano (RROM) (Acreditado RA),Hombre,entre 6 y 11,Intelectual,1,,,,1
2019-08-31,11,Bogota D.C.,Gitano(a) ROM,Hombre,entre 29 y 60,Psicosocial (Mental),,1,1,1,
2019-08-31,95,Guaviare,Ninguna,Mujer,entre 0 y 5,Intelectual,1,,,,1
2019-08-31,70,Sucre,Ninguna,Hombre,entre 18 y 28,Multiple,230,277,220,188,248
2019-08-31,19,Cauca,Ninguna,LGBTI,entre 6 y 11,Ninguna,15,5,6,5,18
2019-08-31,73,Tolima,Gitano(a) ROM,Hombre,entre 29 y 60,Fisica,14,9,9,9,20
2019-08-31,81,Arauca,Ninguna,Mujer,ND,Multiple,6,2,2,2,9
2019-08-31,8,Atlantico,Gitano(a) ROM,Hombre,entre 29 y 60,Visual,,,1,1,
2019-08-31,18,Caqueta,Ninguna,Hombre,entre 61 y 100,Fisica,1031,710,608,515,1503
2019-08-31,68,Santander,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,Por Establecer,1,,,,1
2019-08-31,47,Magdalena,Negro(a) o Afrocolombiano(a),No Informa,entre 29 y 60,Ninguna,2,1,1,1,2
2019-08-31,17,Caldas,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,Por Establecer,1,1,,,1
2019-08-31,76,Valle del Cauca,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 0 y 5,Ninguna,1,2,1,1,1
2019-08-31,27,Choco,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,Ninguna,6766,5218,4326,3880,9813
2019-08-31,5,Antioquia,Ninguna,Mujer,entre 29 y 60,Psicosocial (Mental),305,272,246,225,589
2019-08-31,70,Sucre,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,Por Establecer,6,6,4,3,6
2019-08-31,41,Huila,Indigena,Mujer,entre 12 y 17,Ninguna,95,282,176,168,106
2019-08-31,23,Cordoba,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,Visual,5,4,5,5,7
2019-08-31,86,Putumayo,Ninguna,Mujer,entre 29 y 60,Fisica,817,525,474,444,1295
2019-08-31,44,La Guajira,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,Ninguna,3245,3614,2942,2769,3865
2019-08-31,19,Cauca,Ninguna,Hombre,entre 18 y 28,Ninguna,33420,25595,16616,15447,39411
2019-08-31,11,Bogota D.C.,Raizal del Archipielago de San Andres y Providencia,Mujer,ND,Ninguna,,1,,,
2019-08-31,76,Valle del Cauca,Palenquero,Mujer,ND,Ninguna,1,1,,,1
2019-08-31,68,Santander,Ninguna,Mujer,entre 6 y 11,Ninguna,8598,12663,11217,10283,9012
2019-08-31,81,Arauca,Ninguna,Hombre,entre 0 y 5,Visual,4,3,1,1,4
2019-08-31,18,Caqueta,Gitano(a) ROM,Hombre,entre 12 y 17,Auditiva,,1,1,1,
2019-08-31,66,Risaralda,Negro(a) o Afrocolombiano(a),Hombre,ND,Por Establecer,,1,,,
2019-08-31,17,Caldas,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,Ninguna,5,8,8,7,5
2019-08-31,20,Cesar,Ninguna,Hombre,entre 18 y 28,Psicosocial (Mental),11,10,7,7,12
2019-08-31,15,Boyaca,Ninguna,Mujer,entre 6 y 11,Visual,,1,2,2,
2019-08-31,19,Cauca,Ninguna,Hombre,entre 12 y 17,Por Establecer,12,8,8,8,14
2019-08-31,81,Arauca,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,Multiple,1,1,1,1,2
2019-08-31,8,Atlantico,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,Ninguna,56,135,149,132,67
2019-08-31,85,Casanare,Ninguna,Mujer,entre 0 y 5,Visual,3,1,1,1,3
2019-08-31,88,Archip.De San Andres Providencia y Santa Catalina,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,Ninguna,1,3,1,1,1
2019-08-31,76,Valle del Cauca,Ninguna,Hombre,ND,Visual,5,8,2,1,6
2019-08-31,20,Cesar,Ninguna,Hombre,entre 29 y 60,Fisica,1474,1376,1314,1168,1943
2019-08-31,97,Vaupes,Indigena,Mujer,ND,Multiple,1,1,,,1
2019-08-31,99,Vichada,Indigena,Mujer,entre 18 y 28,Fisica,3,1,1,1,3
2019-08-31,11,Bogota D.C.,Gitano(a) ROM,Mujer,entre 18 y 28,Visual,,1,,,
2019-08-31,8,Atlantico,Indigena,Mujer,entre 12 y 17,Intelectual,,1,,,
2019-08-31,8,Atlantico,Ninguna,Hombre,entre 12 y 17,Auditiva,4,33,30,25,5
2019-08-31,23,Cordoba,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,Visual,9,11,9,9,9
2019-08-31,17,Caldas,Ninguna,Hombre,entre 29 y 60,Multiple,449,383,340,309,617
2019-08-31,54,Norte De Santander,Palenquero,Mujer,entre 29 y 60,Psicosocial (Mental),1,,,,3
2019-08-31,25,Cundinamarca,Gitano (RROM) (Acreditado RA),Hombre,entre 61 y 100,Ninguna,,,2,1,
2019-08-31,52,Nariño,Ninguna,Hombre,entre 0 y 5,Visual,9,7,5,2,11
2019-08-31,0,SIN DEFINIR,Indigena,LGBTI,entre 0 y 5,Ninguna,,,2,2,
2019-08-31,81,Arauca,Gitano(a) ROM,Mujer,entre 61 y 100,Ninguna,12,3,5,5,16
2019-08-31,50,Meta,Indigena,Mujer,entre 61 y 100,Fisica,5,5,4,3,7
2019-08-31,54,Norte De Santander,Ninguna,Hombre,entre 29 y 60,Fisica,1479,1267,1159,1032,2270
2019-08-31,27,Choco,Indigena,Mujer,entre 12 y 17,Visual,7,6,2,2,9
2019-08-31,5,Antioquia,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,Intelectual,3,3,3,2,3
2019-08-31,15,Boyaca,Ninguna,LGBTI,entre 29 y 60,Ninguna,14,14,12,10,30
2019-08-31,66,Risaralda,Indigena,Mujer,entre 29 y 60,Intelectual,1,1,1,1,1
2019-08-31,20,Cesar,Indigena,Hombre,entre 12 y 17,Ninguna,689,817,630,591,738
2019-08-31,41,Huila,Indigena,Hombre,entre 6 y 11,Ninguna,36,77,52,46,43
2019-08-31,18,Caqueta,Ninguna,Mujer,entre 6 y 11,Psicosocial (Mental),3,3,2,2,6
2019-08-31,18,Caqueta,Ninguna,Hombre,entre 29 y 60,Multiple,959,603,519,490,1435
2019-08-31,15,Boyaca,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,Auditiva,,,1,1,
2019-08-31,66,Risaralda,Ninguna,Hombre,entre 12 y 17,Psicosocial (Mental),4,5,4,4,4
2019-08-31,27,Choco,Gitano(a) ROM,Mujer,entre 61 y 100,Auditiva,,,1,,
2019-08-31,54,Norte De Santander,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,Fisica,1,1,1,1,2
2019-08-31,70,Sucre,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,Psicosocial (Mental),1,1,1,1,1
2019-08-31,86,Putumayo,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,Psicosocial (Mental),3,2,2,1,3
2019-08-31,20,Cesar,Ninguna,No Informa,entre 6 y 11,Ninguna,27,22,16,11,29
2019-08-31,66,Risaralda,Ninguna,Mujer,entre 61 y 100,Ninguna,3607,5270,4393,3815,4529
2019-08-31,17,Caldas,Ninguna,Hombre,entre 61 y 100,Multiple,597,497,414,330,824
2019-08-31,81,Arauca,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 6 y 11,Ninguna,1,1,1,1,1
2019-08-31,47,Magdalena,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,Intelectual,1,,,,1
2019-08-31,81,Arauca,Indigena,Mujer,entre 18 y 28,Visual,1,,,,1
2019-08-31,47,Magdalena,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,Ninguna,30,25,19,18,38
2019-08-31,0,SIN DEFINIR,Ninguna,Mujer,entre 18 y 28,Visual,7,18,243,194,7
2019-08-31,70,Sucre,Negro(a) o Afrocolombiano(a),Mujer,ND,Visual,2,2,1,,2
2019-08-31,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Hombre,ND,Visual,,1,19,2,
2019-08-31,47,Magdalena,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,Intelectual,34,31,27,25,49
2019-08-31,11,Bogota D.C.,Gitano(a) ROM,Hombre,entre 29 y 60,Intelectual,,7,4,3,
2019-08-31,81,Arauca,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,Intelectual,4,1,1,1,4
2019-08-31,73,Tolima,Indigena,Mujer,entre 0 y 5,Auditiva,,1,1,1,
2019-08-31,94,Guainia,Ninguna,Hombre,entre 29 y 60,Por Establecer,,,1,1,
2019-08-31,23,Cordoba,Indigena,Hombre,ND,Fisica,,1,,,
2019-08-31,47,Magdalena,Ninguna,Mujer,entre 18 y 28,Multiple,296,269,208,191,358
2019-08-31,66,Risaralda,Indigena,Mujer,entre 29 y 60,Por Establecer,4,4,4,4,9
2019-08-31,11,Bogota D.C.,Indigena,No Informa,entre 29 y 60,Ninguna,,1,,,
2019-08-31,15,Boyaca,Ninguna,Mujer,entre 61 y 100,Ninguna,2417,2020,1672,1479,2988
2019-08-31,27,Choco,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,Psicosocial (Mental),8,4,6,5,14
2019-08-31,25,Cundinamarca,Gitano(a) ROM,Hombre,entre 61 y 100,Intelectual,,1,,,
2019-08-31,0,SIN DEFINIR,Indigena,LGBTI,entre 12 y 17,Fisica,,,1,1,
2019-08-31,11,Bogota D.C.,Ninguna,Mujer,entre 6 y 11,Auditiva,1,33,12,11,1
2019-08-31,66,Risaralda,Ninguna,Hombre,ND,Fisica,2,6,1,,2
2019-08-31,66,Risaralda,Indigena,Hombre,entre 18 y 28,Multiple,8,9,6,6,13
2019-08-31,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,Ninguna,290,667,26549,13695,296
2019-08-31,13,Bolivar,Ninguna,Hombre,entre 0 y 5,Multiple,31,26,20,15,31
2019-08-31,47,Magdalena,Negro(a) o Afrocolombiano(a),Hombre,ND,Ninguna,299,358,10,5,310
2019-08-31,50,Meta,Indigena,No Informa,entre 6 y 11,Ninguna,,1,,,
2019-08-31,23,Cordoba,Ninguna,LGBTI,entre 29 y 60,Multiple,1,,,,1
2019-08-31,5,Antioquia,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,Auditiva,7,5,5,5,12
2019-08-31,8,Atlantico,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,Visual,1,5,5,5,1
2019-08-31,52,Nariño,Indigena,Mujer,entre 61 y 100,Auditiva,13,14,9,7,22
2019-08-31,94,Guainia,Ninguna,Hombre,entre 29 y 60,Auditiva,3,5,1,1,3
2019-08-31,63,Quindio,Ninguna,Hombre,ND,Fisica,2,3,,,2
2019-08-31,17,Caldas,Ninguna,No Informa,entre 29 y 60,Intelectual,,1,,,
2019-08-31,97,Vaupes,Ninguna,Hombre,entre 61 y 100,Multiple,20,15,14,10,35
2019-08-31,86,Putumayo,Palenquero,Mujer,entre 61 y 100,Ninguna,2,3,2,2,6
2019-08-31,18,Caqueta,Ninguna,No Informa,entre 29 y 60,Ninguna,18,12,3,3,21
2019-08-31,86,Putumayo,Indigena,Mujer,entre 61 y 100,Psicosocial (Mental),2,1,1,,2
2019-08-31,63,Quindio,Ninguna,Hombre,ND,Intelectual,,2,,,
2019-08-31,86,Putumayo,Negro(a) o Afrocolombiano(a),Hombre,ND,Ninguna,18,6,,,19
2019-08-31,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,Intelectual,1,32,29,7,1
2019-08-31,25,Cundinamarca,Indigena,Hombre,entre 61 y 100,Fisica,2,6,2,2,4
2019-08-31,68,Santander,Indigena,Hombre,ND,Ninguna,3,1,,,3
2019-08-31,52,Nariño,Negro(a) o Afrocolombiano(a),LGBTI,entre 29 y 60,Auditiva,1,1,1,1,5
2019-08-31,68,Santander,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,Por Establecer,1,2,1,1,1
2019-08-31,13,Bolivar,Ninguna,No Informa,entre 29 y 60,Ninguna,43,29,10,9,46
2019-08-31,63,Quindio,Ninguna,Hombre,entre 0 y 5,Ninguna,449,1573,1023,922,474
2019-08-31,5,Antioquia,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,Ninguna,454,401,395,378,648
2019-08-31,91,Amazonas,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,Ninguna,,,1,1,
2019-08-31,19,Cauca,Ninguna,Hombre,entre 6 y 11,Psicosocial (Mental),7,3,3,2,8
2019-08-31,11,Bogota D.C.,Indigena,Mujer,entre 6 y 11,Auditiva,,2,2,2,
2019-08-31,25,Cundinamarca,Indigena,Hombre,entre 0 y 5,Multiple,,1,,,
2019-08-31,15,Boyaca,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,Auditiva,,1,,,
2019-08-31,50,Meta,Ninguna,Hombre,entre 12 y 17,Por Establecer,17,15,18,14,19
2019-08-31,27,Choco,Negro(a) o Afrocolombiano(a),LGBTI,entre 61 y 100,Ninguna,3,3,3,1,4
2019-08-31,63,Quindio,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,Auditiva,,1,,,
2019-08-31,0,SIN DEFINIR,Gitano(a) ROM,Mujer,entre 61 y 100,Fisica,1,,7,,1
2019-08-31,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,Psicosocial (Mental),,3,7,3,
2019-08-31,81,Arauca,Ninguna,Mujer,entre 18 y 28,Por Establecer,4,4,4,4,5
2019-08-31,94,Guainia,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,Ninguna,4,4,3,3,6
2019-08-31,54,Norte De Santander,Ninguna,Mujer,entre 18 y 28,Visual,63,57,61,55,87
2019-08-31,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,Auditiva,8,26,48,29,9
2019-08-31,11,Bogota D.C.,Gitano (RROM) (Acreditado RA),Mujer,entre 61 y 100,Ninguna,,10,9,8,
2019-08-31,8,Atlantico,Ninguna,Mujer,entre 61 y 100,Psicosocial (Mental),1,12,11,10,2
2019-08-31,86,Putumayo,Negro(a) o Afrocolombiano(a),LGBTI,entre 12 y 17,Ninguna,1,1,,,2
2019-08-31,63,Quindio,Indigena,Mujer,entre 18 y 28,Multiple,,2,2,2,
2019-08-31,70,Sucre,Indigena,Hombre,entre 29 y 60,Multiple,9,13,12,12,19
2019-08-31,76,Valle del Cauca,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,Ninguna,10272,8483,7651,7089,12475
2019-08-31,19,Cauca,Gitano(a) ROM,Mujer,entre 29 y 60,Fisica,1,1,1,1,1
2019-08-31,11,Bogota D.C.,Ninguna,Mujer,entre 61 y 100,Multiple,147,2346,1088,887,190
2019-08-31,81,Arauca,Ninguna,Mujer,entre 18 y 28,Multiple,116,75,77,74,139
2019-08-31,44,La Guajira,Indigena,Mujer,entre 29 y 60,Por Establecer,3,2,2,2,3
2019-08-31,76,Valle del Cauca,Indigena,Mujer,entre 12 y 17,Multiple,3,5,2,2,6
2019-08-31,0,SIN DEFINIR,Ninguna,Hombre,entre 18 y 28,Visual,10,28,313,233,10
2019-08-31,13,Bolivar,Negro(a) o Afrocolombiano(a),No Informa,entre 12 y 17,Ninguna,8,5,3,3,9
2019-08-31,68,Santander,Gitano (RROM) (Acreditado RA),Hombre,entre 29 y 60,Multiple,,1,1,,
2019-08-31,86,Putumayo,Ninguna,Hombre,ND,Fisica,10,4,2,1,12
2019-08-31,73,Tolima,Gitano (RROM) (Acreditado RA),Hombre,entre 12 y 17,Ninguna,1,2,1,1,1
2019-08-31,63,Quindio,Ninguna,Mujer,entre 29 y 60,Por Establecer,11,21,18,17,22
2019-08-31,5,Antioquia,Ninguna,LGBTI,entre 29 y 60,Por Establecer,1,2,1,1,2
2019-08-31,18,Caqueta,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,Por Establecer,1,1,1,1,2
2019-08-31,99,Vichada,Indigena,Hombre,entre 6 y 11,Ninguna,128,34,11,4,138
2019-08-31,68,Santander,Ninguna,Hombre,entre 0 y 5,Intelectual,,2,2,2,
2019-08-31,41,Huila,Ninguna,Hombre,entre 61 y 100,Fisica,579,763,697,615,768
2019-08-31,95,Guaviare,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,Fisica,1,1,1,1,1
2019-08-31,8,Atlantico,Indigena,Mujer,entre 18 y 28,Auditiva,,1,2,2,
2019-08-31,95,Guaviare,Ninguna,Hombre,entre 18 y 28,Multiple,94,42,33,30,120
2019-08-31,44,La Guajira,Indigena,Hombre,entre 29 y 60,Fisica,32,30,27,22,51
2019-08-31,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,Visual,2,2,,,2
2019-08-31,27,Choco,Gitano(a) ROM,Mujer,entre 29 y 60,Intelectual,1,1,1,1,2
2019-08-31,5,Antioquia,Gitano(a) ROM,Hombre,entre 18 y 28,Multiple,3,3,2,2,4
2019-08-31,52,Nariño,Indigena,Mujer,entre 12 y 17,Ninguna,1544,1642,1140,1090,1901
2019-08-31,81,Arauca,Ninguna,Mujer,entre 12 y 17,Multiple,63,44,43,41,73
2019-08-31,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,Fisica,,,1,1,
2019-08-31,70,Sucre,Ninguna,Hombre,entre 29 y 60,Multiple,514,622,549,477,604
2019-08-31,76,Valle del Cauca,Ninguna,Hombre,entre 29 y 60,Ninguna,63202,70222,55183,46136,76479
2019-08-31,27,Choco,Ninguna,Mujer,ND,Ninguna,12422,8812,356,322,13013
2019-08-31,5,Antioquia,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,Multiple,1,1,1,1,2
2019-08-31,52,Nariño,Gitano (RROM) (Acreditado RA),Mujer,entre 29 y 60,Fisica,1,1,1,1,3
2019-08-31,86,Putumayo,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,Ninguna,1218,537,550,510,1525
2019-08-31,76,Valle del Cauca,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,Auditiva,1,1,1,1,1
2019-08-31,70,Sucre,Negro(a) o Afrocolombiano(a),Hombre,ND,Multiple,1,1,,,1
2019-08-31,97,Vaupes,Ninguna,Mujer,entre 18 y 28,Intelectual,2,1,,,2
2019-08-31,68,Santander,Palenquero,Hombre,entre 29 y 60,Multiple,1,1,1,,1
2019-08-31,99,Vichada,Ninguna,Hombre,entre 61 y 100,Por Establecer,3,4,1,1,5
2019-08-31,25,Cundinamarca,Palenquero,Hombre,entre 12 y 17,Ninguna,,1,,,
2019-08-31,66,Risaralda,Indigena,Hombre,entre 0 y 5,Multiple,1,,,,2
2019-08-31,97,Vaupes,Ninguna,Mujer,entre 29 y 60,Por Establecer,2,1,1,1,2
2019-08-31,17,Caldas,Ninguna,Mujer,entre 18 y 28,Multiple,116,96,83,75,138
2019-08-31,52,Nariño,Ninguna,No Informa,entre 0 y 5,Ninguna,515,439,107,88,518
2019-08-31,99,Vichada,Indigena,Mujer,entre 12 y 17,Ninguna,311,91,38,32,327
2019-08-31,25,Cundinamarca,Indigena,Mujer,entre 18 y 28,Ninguna,88,282,242,231,100
2019-08-31,52,Nariño,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,Ninguna,69,46,34,31,89
2019-08-31,52,Nariño,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,Ninguna,2208,1717,1162,830,2782
2019-08-31,11,Bogota D.C.,Indigena,Hombre,ND,Ninguna,1,52,2,1,1
2019-08-31,99,Vichada,Ninguna,Hombre,entre 6 y 11,Fisica,1,2,1,1,1
2019-08-31,5,Antioquia,Gitano(a) ROM,Hombre,entre 29 y 60,Visual,4,4,4,4,4
2019-08-31,27,Choco,Ninguna,Hombre,entre 18 y 28,Psicosocial (Mental),14,8,9,8,20
2019-08-31,19,Cauca,Ninguna,Hombre,ND,Multiple,9,10,3,1,10
